Sentence Output
"Whom did the Chicago Bulls beat in the 1993 championship ?" HUM:gr
"Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?" HUM:ind
"What 's the Southern dish made of pigs ' small intestines ?" ENTY:food
"What explorers followed Columbus to the Americas ?" HUM:ind
"What was the `` Dead Man 's Hand '' ?" DESC:def
"Name the Ranger who was always after Yogi Bear ." HUM:ind
"When is the site www.questions.com going to open ?" NUM:date
"What format was VHS 's main competition ?" ENTY:other
"In 1990 , what day of the week did Christmas fall on ?" NUM:date
"How do I get a complete list of all the people that are living with the last name Kilvington ?" DESC:manner
"What city was President William McKinley shot in ?" LOC:city
"What product features a frog that says `` dig 'em '' ?" ENTY:product
"What was Einstein 's birthplace ?" LOC:other
"What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?" DESC:desc
"What is the weight of air ?" NUM:weight
"What is prepared mustard ?" DESC:def
"Who was the first English circumnavigator of the globe ?" HUM:ind
"What sea is Bombay on ?" LOC:other
"What Texas surgeon performed the first artificial heart transplant ?" HUM:ind
"How big is Australia ?" NUM:volsize
"What is the difference between college and graduate school ?" DESC:desc
"What U.S. vice-president killed Alexander Hamilton in a duel ?" HUM:ind
"What country boasts Cawdor Castle , Glamis Castle , and Blair Castle ?" LOC:country
"What county is Chicago in ?" LOC:other
"How do they find an epicenter ?" DESC:manner
"Who was Ben Casey 's boss ?" HUM:ind
"What plant has the largest seed ?" ENTY:plant
"Who domesticated the wild turkey ?" HUM:ind
"What TV station did Mary Richards work for ?" ENTY:cremat
"What was the name of Robert Fulton 's most famous steamboat ?" ENTY:veh
"How far do you have to run if you hit a home run ?" NUM:dist
"What is measured in curies ?" DESC:def
"How do I log on to home page at Headquarters U.S. European Command ?" DESC:manner
"What American actress was the first to be called a `` vamp '' ?" HUM:ind
"What line of luggage is named after a famous American flier ?" ENTY:other
"What is the connection between New Krypton and Daxam ?" ENTY:other
"What city houses the U.S. headquarters of Procter and Gamble ?" LOC:city
"What tragedy befell the city of Dogtown in 1899 ?" ENTY:event
"How many people have been Captain America ?" NUM:count
"What is the date of Bastille Day ?" NUM:date
"What is a society ruled by elders ?" HUM:gr
"What actor and actress have made the most movies ?" HUM:ind
"Why do magnets attract ?" DESC:reason
"What are the lyrics to `` Smelly Cat '' ?" DESC:desc
"Who is the richest woman in the world ?" HUM:ind
"What was a California prayer book to an Old West gambler ?" ENTY:cremat
"How many people did Randy Steven Craft murder ?" NUM:count
"How many degrees cooler is the inside of a cucumber than the air outside ?" NUM:count
"What state in the U.S. has the most blacks ?" LOC:state
"What two colors are you blind to if you suffer from protanopia ?" ENTY:color
"Who is the director and editor of the movie Big starring Tom Hanks ?" HUM:ind
"What do sailors use to measure time ?" ENTY:techmeth
"How hot does the inside of an active volcano get ?" NUM:temp
"Why do we call someone `` honey '' ?" DESC:reason
"How long is human gestation ?" NUM:period
"What Pope inaugurated Vatican International Radio ?" HUM:ind
"What drink contains as many types of rum as possible ?" ENTY:food
"Why do some people have two different color eyes ?" DESC:reason
"What was the name of Aristotle Onassis 's yacht ?" ENTY:veh
"Who would you use the Heimlich maneuver on ?" HUM:ind
"What keeps clouds in the air ?" ENTY:other
"What currency is used in Australia ?" ENTY:currency
"What is the state nickname of Mississippi ?" LOC:state
"What was Edward Albee 's first full-length play ?" ENTY:cremat
"Who created `` The Muppets '' ?" HUM:ind
"What are the dimensions of an ice hockey goal ?" NUM:dist
"What are the most albums sold by one artist or band ?" ENTY:cremat
"What North American city would you visit to see Cleopatra 's Needle ?" LOC:city
"What 's the meaning of the Latin battle cry : Ad arma , ad arma ." DESC:def
"How many Russians have landed on the moon ?" NUM:count
"What was the business of the animated Sky Hawks ?" HUM:gr
"Who was the first American world chess champion ?" HUM:ind
"Why does tuberculosis afflict people ?" DESC:reason
"What is a phalanx ?" DESC:def
"What actor came to dinner in Guess Who 's Coming to Dinner ?" HUM:ind
"What book does Holden Caulfield appear in ?" ENTY:cremat
"How far can a man travel in outer space ?" NUM:dist
"How did the months of the year get there name ?" DESC:manner
"What state capital comes last alphabetically ?" LOC:city
"What is an aortic abdominal aneurysm ?" DESC:def
"How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?" NUM:money
"What is the origin of the midwest slang , ` you 're darn tootin ' ?" DESC:desc
"What English word has the most letters ?" ENTY:word
"What do penguins eat ?" ENTY:food
"What is the difference between classical conditioning and operant conditioning ?" DESC:desc
"What are some tips for building a fire in a fireplace ?" ENTY:techmeth
"What southeast Asian country has the Wang River joining the Ping River at Tak ?" LOC:country
"What was the name of the Crimean meeting of Roosevelt , Churchill , and Stalin ?" ENTY:event
"What does Final Four refer to in the sports world ?" ENTY:termeq
"Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?" HUM:ind
"The Jewish alphabet is known as what ?" ENTY:termeq
"When did Nixon visit China ?" NUM:date
"What is Butterfield 8 in Butterfield 8 ?" DESC:def
"What causes canker sores in the mouth ?" DESC:reason
"Whose autobiography is titled Yes I Can ?" HUM:ind
"What kind of animal is Babar ?" ENTY:animal
"How does lightning travel ?" DESC:manner
"Who portrayed Field Marshal Erwin Rommel in The Desert Fox ?" HUM:ind
"What constellation is known as The Water Bearer ?" LOC:other
"How many people are taller than 7 feet ?" NUM:count
"What U.S. state has an element named for it ?" LOC:state
"Of children between the ages of two and eleven , what percentage watch `` The Simpsons '' ?" NUM:perc
"Who was in Death of a Salesman original movie , not 1985 ?" HUM:ind
"Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?" HUM:ind
"What was the Vietnam War ?" DESC:def
"What was the Christian name of the title character in Our Miss Brooks ?" HUM:ind
"What is Shalom ?" DESC:def
"What is Smartnet ?" DESC:def
"What was organized as a Confederate veterans ' social club in Pulaski , in Tennessee , in 1866 ?" ENTY:event
"What is the temperature today ?" NUM:temp
"How many gallons of water go over Niagra Falls every second ?" NUM:count
"What English queen had six fingers on one hand ?" HUM:ind
"What race is 1 , 137 miles long ?" ENTY:sport
"When was the De Beers company founded ?" NUM:date
"Where do rocks come from ?" DESC:desc
"What is the name of the managing director of Apricot Computer ?" HUM:ind
"What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ?" HUM:ind
"Which infectious disease is the world 's deadliest ?" ENTY:dismed
"How many rows of sprocket holes does a roll of 35-millimeter film have ?" NUM:count
"What card game has variations called Canfield , Klondike and Spider ?" ENTY:sport
"What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?" ENTY:cremat
"What part of your body contains the corpus callosum ?" ENTY:body
"What does a farrier put shoes on ?" ENTY:other
"How much iron is in your body ?" NUM:count
"When was the first practical commercial typewriter marketed ?" NUM:date
"What kind of company is 7-Eleven ?" HUM:gr
"Colin Powell is most famous for what ?" DESC:reason
"Who was Lauren Bacall 's first husband ?" HUM:ind
"What is a `` repeating voter '' ?" DESC:def
"What is a fear of stings ?" ENTY:dismed
"How do you get silly putty out of fabric ?" DESC:manner
"What animal has been called The Poor Man 's Cow ?" ENTY:animal
"When was Christ born ?" NUM:date
"What scale measures earthquakes ?" ENTY:other
"What are some important events of the 1830 's ?" ENTY:event
"What are the odds of giving birth to twins ?" NUM:perc
"What country is Kosovo a part of ?" LOC:country
"Who was Gerald Ford 's vice president ?" HUM:ind
"What crop failure caused the Irish Famine ?" ENTY:food
"What is RCD ?" ABBR:exp
"How is the word ` qigong ' pronounced ?" DESC:manner
"What is the chromosome number of an elephant ?" NUM:count
"Who reports the weather on the `` Good Morning America '' television show ?" HUM:ind
"What is the oldest building in the United States ?" LOC:other
"What qualifications are there for individuals donating blood ?" DESC:desc
"Who are the presidents of Mexico and Indonesia ?" HUM:ind
"What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?" HUM:ind
"How do I find a city if I have the area code ?" DESC:manner
"What French seaport claims to be The Home of Wines ?" LOC:city
"For what disease is the drug Sinemet used as a treatment ?" ENTY:dismed
"How many neurons are in the human brain ?" NUM:count
"When was the first American encyclopedia published ?" NUM:date
"What are Bellworts ?" DESC:def
"What 's been the ruin of many a poor boy in New Orleans ?" ENTY:other
"What is a fear of motion ?" ENTY:dismed
"Name the first Russian astronaut to do a spacewalk ." HUM:ind
"What happens to the female body with lack of sleep and food ?" DESC:desc
"What happens when a body part falls asleep ?" DESC:desc
"How many characters makes up a word for typing test purposes ?" NUM:count
"What phone number can I call to have a tree planted ?" NUM:code
"What cigar-chewing comedian observed : `` You 're only as old as the woman you feel '' ?" HUM:ind
"Who 's The King of Swing ?" HUM:ind
"What country was Erich Honecker the leader of ?" LOC:country
"What 's comic strip photographer Peter Parker 's secret identity ?" HUM:ind
"What is an example of a famous rock band from the sixties ?" HUM:gr
"What is the `` Global Economy '' ?" DESC:def
"What color is an Arctic fox in winter ?" ENTY:color
"Name Randy Craft 's lawyer ." HUM:ind
"What is the largest city in Texas ?" LOC:city
"What kind of a sports team is the Wisconsin Badgers ?" ENTY:sport
"How many times larger than life size is the Statue of Liberty ?" NUM:count
"Who was International Olympic Committee chairman at the 1936 Summer Games ?" HUM:ind
"Who wrote The Red Badge of Courage ?" HUM:ind
"Who created Harry Lime ?" HUM:ind
"What former major-league left-handed baseball pitcher was known as `` Space Man '' ?" HUM:ind
"What Ernest Hemingway novel had the working title Fiesta ?" ENTY:cremat
"What are the titles of some R-Rated Sony Playstation games ?" ENTY:sport
"What is Cabarnet Sauvignon ?" DESC:def
"Who was the first doctor to successfully transplant a liver ?" HUM:ind
"On what river is Rome built ?" LOC:other
"What kind of nuts are used in marzipan ?" ENTY:food
"What day was Pearl Harbor attacked in 1942 ?" NUM:date
"What did Jack exchange with the butcher for a handful of beans ?" ENTY:other
"Who is the richest person in the world ?" HUM:ind
"How much does one ton of cement cost ?" NUM:money
"What should you do for an ankle sprain ?" DESC:desc
"What is a cake of soap ?" DESC:def
"How can I get a CCT diagram ?" DESC:manner
"What Russian seaport has a name meaning `` Lord of the East '' ?" LOC:city
"How do I increase my biceps ' size ?" DESC:manner
"What developed a crack in 1835 while tolling the death of U.S. Chief Justice John Marshall ?" ENTY:other
"Who was actress June Havoc 's legendary sister ?" HUM:ind
"When was `` the Great Depression '' ?" NUM:date
"What comic of TV 's golden age went by the motto `` Anything for a laugh '' ?" HUM:ind
"What does the Georgetown `` Hoya '' mean ?" DESC:def
"How many points are there on a Backgammon board ?" NUM:count
"How does Cos Cob , CT get its name ?" DESC:manner
